id,title,description,price,link,image[0].url,image[1].url,image[2].url
product_31,Product 31 - Version C,UPDATED: Test product 31 in Version C for catalog testing with new features,61.90USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_31_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_31_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_31_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_31_image_3.png?t=1759214780
product_32,Product 32 - Version C,UPDATED: Test product 32 in Version C for catalog testing with new features,62.37USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_32_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_32_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_32_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_32_image_3.png?t=1759214780
product_33,Product 33 - Version C,UPDATED: Test product 33 in Version C for catalog testing with new features,62.84USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_33_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_33_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_33_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_33_image_3.png?t=1759214780
product_34,Product 34 - Version C,UPDATED: Test product 34 in Version C for catalog testing with new features,63.32USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_34_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_34_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_34_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_34_image_3.png?t=1759214780
product_35,Product 35 - Version C,UPDATED: Test product 35 in Version C for catalog testing with new features,63.79USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_35_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_35_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_35_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_35_image_3.png?t=1759214780
product_36,Product 36 - Version C,UPDATED: Test product 36 in Version C for catalog testing with new features,64.26USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_36_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_36_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_36_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_36_image_3.png?t=1759214780
product_37,Product 37 - Version C,UPDATED: Test product 37 in Version C for catalog testing with new features,64.73USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_37_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_37_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_37_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_37_image_3.png?t=1759214780
product_38,Product 38 - Version C,UPDATED: Test product 38 in Version C for catalog testing with new features,65.20USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_38_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_38_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_38_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_38_image_3.png?t=1759214780
product_39,Product 39 - Version C,UPDATED: Test product 39 in Version C for catalog testing with new features,65.68USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_39_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_39_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_39_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_39_image_3.png?t=1759214780
product_40,Product 40 - Version C,UPDATED: Test product 40 in Version C for catalog testing with new features,66.15USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_40_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_40_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_40_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_40_image_3.png?t=1759214780
product_41,Product 41 - Version C,UPDATED: Test product 41 in Version C for catalog testing with new features,66.62USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_41_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_41_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_41_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_41_image_3.png?t=1759214780
product_42,Product 42 - Version C,UPDATED: Test product 42 in Version C for catalog testing with new features,67.09USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_42_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_42_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_42_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_42_image_3.png?t=1759214780
product_43,Product 43 - Version C,UPDATED: Test product 43 in Version C for catalog testing with new features,67.57USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_43_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_43_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_43_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_43_image_3.png?t=1759214780
product_44,Product 44 - Version C,UPDATED: Test product 44 in Version C for catalog testing with new features,68.04USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_44_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_44_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_44_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_44_image_3.png?t=1759214780
product_45,Product 45 - Version C,UPDATED: Test product 45 in Version C for catalog testing with new features,68.51USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_45_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_45_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_45_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_45_image_3.png?t=1759214780
product_46,Product 46 - Version C,UPDATED: Test product 46 in Version C for catalog testing with new features,68.98USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_46_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_46_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_46_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_46_image_3.png?t=1759214780
product_47,Product 47 - Version C,UPDATED: Test product 47 in Version C for catalog testing with new features,69.46USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_47_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_47_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_47_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_47_image_3.png?t=1759214780
product_48,Product 48 - Version C,UPDATED: Test product 48 in Version C for catalog testing with new features,69.93USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_48_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_48_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_48_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_48_image_3.png?t=1759214780
product_49,Product 49 - Version C,UPDATED: Test product 49 in Version C for catalog testing with new features,70.40USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_49_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_49_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_49_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_49_image_3.png?t=1759214780
product_50,Product 50 - Version C,UPDATED: Test product 50 in Version C for catalog testing with new features,70.88USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_50_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_50_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_50_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_50_image_3.png?t=1759214780
product_51,Product 51 - Version C,UPDATED: Test product 51 in Version C for catalog testing with new features,71.35USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_51_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_51_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_51_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_51_image_3.png?t=1759214780
product_52,Product 52 - Version C,UPDATED: Test product 52 in Version C for catalog testing with new features,71.82USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_52_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_52_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_52_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_52_image_3.png?t=1759214780
product_53,Product 53 - Version C,UPDATED: Test product 53 in Version C for catalog testing with new features,72.29USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_53_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_53_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_53_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_53_image_3.png?t=1759214780
product_54,Product 54 - Version C,UPDATED: Test product 54 in Version C for catalog testing with new features,72.77USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_54_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_54_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_54_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_54_image_3.png?t=1759214780
product_55,Product 55 - Version C,UPDATED: Test product 55 in Version C for catalog testing with new features,73.24USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_55_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_55_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_55_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_55_image_3.png?t=1759214780
product_56,Product 56 - Version C,UPDATED: Test product 56 in Version C for catalog testing with new features,73.71USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_56_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_56_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_56_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_56_image_3.png?t=1759214780
product_57,Product 57 - Version C,UPDATED: Test product 57 in Version C for catalog testing with new features,74.18USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_57_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_57_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_57_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_57_image_3.png?t=1759214780
product_58,Product 58 - Version C,UPDATED: Test product 58 in Version C for catalog testing with new features,74.66USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_58_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_58_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_58_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_58_image_3.png?t=1759214780
product_59,Product 59 - Version C,UPDATED: Test product 59 in Version C for catalog testing with new features,75.13USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_59_version_c.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_59_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_59_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_c/product_59_image_3.png?t=1759214780
