id,title,description,price,link,image[0].url,image[1].url,image[2].url
product_33,Product 33 - Version A,UPDATED: Test product 33 in Version A for catalog testing with new features,69.83USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_33_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_33_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_33_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_33_image_3.png?t=1759214780
product_34,Product 34 - Version A,UPDATED: Test product 34 in Version A for catalog testing with new features,70.35USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_34_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_34_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_34_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_34_image_3.png?t=1759214780
product_35,Product 35 - Version A,UPDATED: Test product 35 in Version A for catalog testing with new features,70.88USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_35_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_35_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_35_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_35_image_3.png?t=1759214780
product_36,Product 36 - Version A,UPDATED: Test product 36 in Version A for catalog testing with new features,71.40USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_36_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_36_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_36_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_36_image_3.png?t=1759214780
product_37,Product 37 - Version A,UPDATED: Test product 37 in Version A for catalog testing with new features,71.92USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_37_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_37_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_37_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_37_image_3.png?t=1759214780
product_38,Product 38 - Version A,UPDATED: Test product 38 in Version A for catalog testing with new features,72.45USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_38_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_38_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_38_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_38_image_3.png?t=1759214780
product_39,Product 39 - Version A,UPDATED: Test product 39 in Version A for catalog testing with new features,72.98USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_39_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_39_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_39_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_39_image_3.png?t=1759214780
product_40,Product 40 - Version A,UPDATED: Test product 40 in Version A for catalog testing with new features,73.50USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_40_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_40_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_40_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_40_image_3.png?t=1759214780
product_41,Product 41 - Version A,UPDATED: Test product 41 in Version A for catalog testing with new features,74.03USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_41_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_41_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_41_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_41_image_3.png?t=1759214780
product_42,Product 42 - Version A,UPDATED: Test product 42 in Version A for catalog testing with new features,74.55USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_42_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_42_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_42_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_42_image_3.png?t=1759214780
product_43,Product 43 - Version A,UPDATED: Test product 43 in Version A for catalog testing with new features,75.08USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_43_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_43_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_43_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_43_image_3.png?t=1759214780
product_44,Product 44 - Version A,UPDATED: Test product 44 in Version A for catalog testing with new features,75.60USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_44_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_44_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_44_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_44_image_3.png?t=1759214780
product_45,Product 45 - Version A,UPDATED: Test product 45 in Version A for catalog testing with new features,76.12USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_45_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_45_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_45_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_45_image_3.png?t=1759214780
product_46,Product 46 - Version A,UPDATED: Test product 46 in Version A for catalog testing with new features,76.65USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_46_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_46_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_46_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_46_image_3.png?t=1759214780
product_47,Product 47 - Version A,UPDATED: Test product 47 in Version A for catalog testing with new features,77.17USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_47_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_47_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_47_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_47_image_3.png?t=1759214780
product_48,Product 48 - Version A,UPDATED: Test product 48 in Version A for catalog testing with new features,77.70USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_48_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_48_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_48_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_48_image_3.png?t=1759214780
product_49,Product 49 - Version A,UPDATED: Test product 49 in Version A for catalog testing with new features,78.23USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_49_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_49_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_49_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_49_image_3.png?t=1759214780
product_50,Product 50 - Version A,UPDATED: Test product 50 in Version A for catalog testing with new features,78.75USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_50_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_50_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_50_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_50_image_3.png?t=1759214780
product_51,Product 51 - Version A,UPDATED: Test product 51 in Version A for catalog testing with new features,79.28USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_51_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_51_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_51_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_51_image_3.png?t=1759214780
product_52,Product 52 - Version A,UPDATED: Test product 52 in Version A for catalog testing with new features,79.80USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_52_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_52_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_52_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_52_image_3.png?t=1759214780
product_53,Product 53 - Version A,UPDATED: Test product 53 in Version A for catalog testing with new features,80.33USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_53_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_53_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_53_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_53_image_3.png?t=1759214780
product_54,Product 54 - Version A,UPDATED: Test product 54 in Version A for catalog testing with new features,80.85USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_54_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_54_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_54_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_54_image_3.png?t=1759214780
product_55,Product 55 - Version A,UPDATED: Test product 55 in Version A for catalog testing with new features,81.38USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_55_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_55_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_55_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_55_image_3.png?t=1759214780
product_56,Product 56 - Version A,UPDATED: Test product 56 in Version A for catalog testing with new features,81.90USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_56_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_56_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_56_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_56_image_3.png?t=1759214780
product_57,Product 57 - Version A,UPDATED: Test product 57 in Version A for catalog testing with new features,82.42USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_57_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_57_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_57_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_57_image_3.png?t=1759214780
product_58,Product 58 - Version A,UPDATED: Test product 58 in Version A for catalog testing with new features,82.95USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_58_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_58_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_58_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_58_image_3.png?t=1759214780
product_59,Product 59 - Version A,UPDATED: Test product 59 in Version A for catalog testing with new features,83.48USD,https://alanho.github.io/meta_product_data_version_feed_sample/output/html/product_59_version_a.html,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_59_image_1.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_59_image_2.png?t=1759214780,https://alanho.github.io/meta_product_data_version_feed_sample/output/images/version_a/product_59_image_3.png?t=1759214780
